date,standard_index_nonparametric
2018-12-01,0.3483119443984253
2019-01-01,0.3483119443984253
2019-02-01,0.4151839393018655
2019-03-01,0.7894077433740975
2019-04-01,0.7070911613346768
2019-05-01,0.7894077433740975
2019-06-01,0.7894077433740975
2019-07-01,1.335388348483105
2019-08-01,0.15567612160303024
2019-09-01,0.8774577368523057
2019-10-01,-0.030992626726090267
2019-11-01,-0.7894077433740978
2019-12-01,0.09313250990276134
2020-01-01,-0.2829853316980733
2020-02-01,-0.7070911613346773
2020-03-01,-1.0781253499132786
2020-04-01,-0.4151839393018659
2020-05-01,0.4151839393018655
2020-06-01,0.15567612160303024
2020-07-01,0.28298533169807283
2020-08-01,-0.2829853316980733
2020-09-01,-0.48398663359034066
2020-10-01,-1.7359295623861235
2020-11-01,-1.3353883484831062
2020-12-01,-0.8774577368523062
